Nº,Formation,Min,Sh,G,ShA,GA,xG,xGA,xGD,xG90,xGA90,Año,Club
2,4-3-3,283,43,6,19,2,3.92-2.08,1.90-0.10,2.02,1.25,0.60,2020,Napoli
3,4-4-2,168,29,5,13,2,4.14-0.86,2.23+0.23,1.91,2.22,1.19,2020,Napoli
4,3-4-3,16,3,1,0,0,0.15-0.85,0.00,0.15,0.86,0.00,2020,Napoli
5,4-1-3-2,2,2,0,0,0,0.10+0.10,0.00,0.10,4.53,0.00,2020,Napoli
1,3-5-2,3425,516,58,379,54,60.66+2.66,48.64-5.36,12.03,1.59,1.28,2020,Lazio
2,3-5-1-1,102,4,2,18,1,0.44-1.56,2.14+1.14,-1.70,0.39,1.89,2020,Lazio
3,4-3-3,15,3,1,3,0,0.18-0.82,0.05+0.05,0.13,1.07,0.28,2020,Lazio
4,4-2-2-2,14,2,0,3,0,0.10+0.10,0.59+0.59,-0.50,0.63,3.82,2020,Lazio
5,5-4-1,10,1,0,0,0,0.04+0.04,0.00,0.04,0.32,0.00,2020,Lazio
6,4-3-1-2,9,1,0,0,0,0.11+0.11,0.00,0.11,1.07,0.00,2020,Lazio
1,3-4-2-1,2747,402,51,300,43,56.65+5.65,38.23-4.77,18.42,1.86,1.25,2020,Roma
2,4-2-3-1,492,97,14,61,9,11.62-2.38,9.91+0.91,1.71,2.13,1.81,2020,Roma
3,4-4-2,93,11,2,13,2,1.55-0.45,3.39+1.39,-1.83,1.50,3.28,2020,Roma
4,4-3-2-1,87,12,1,19,1,1.04+0.04,2.26+1.26,-1.21,1.08,2.33,2020,Roma
5,4-2-2-2,60,9,0,1,0,1.82+1.82,0.04+0.04,1.79,2.73,0.05,2020,Roma
6,3-5-2,46,9,0,3,0,0.98+0.98,0.12+0.12,0.85,1.91,0.24,2020,Roma
7,3-4-1-2,14,2,0,0,0,0.05+0.05,0.00,0.05,0.35,0.00,2020,Roma
8,4-1-4-1,11,3,0,2,0,0.16+0.16,0.14+0.14,0.02,1.29,1.11,2020,Roma
1,4-2-3-1,2969,470,59,420,51,57.30-1.70,45.86-5.14,11.44,1.74,1.39,2020,Sassuolo
2,3-4-2-1,263,23,2,37,1,2.45+0.45,2.84+1.84,-0.39,0.84,0.97,2020,Sassuolo
3,4-1-4-1,171,17,2,40,0,3.05+1.05,3.61+3.61,-0.56,1.60,1.90,2020,Sassuolo
4,3-4-3,66,4,0,7,1,0.76+0.76,1.04+0.04,-0.29,1.03,1.42,2020,Sassuolo
5,4-2-2-2,47,14,0,7,1,0.52+0.52,0.69-0.31,-0.16,1.00,1.32,2020,Sassuolo
6,5-4-1,15,1,0,4,2,0.10+0.10,1.39-0.61,-1.29,0.60,8.36,2020,Sassuolo
7,4-4-1-1,13,2,0,4,0,0.06+0.06,0.13+0.13,-0.08,0.39,0.93,2020,Sassuolo
8,3-1-4-2,10,2,1,1,0,0.53-0.47,0.03+0.03,0.50,4.77,0.23,2020,Sassuolo
9,4-4-2,8,0,0,5,0,0.00,0.58+0.58,-0.58,0.00,6.49,2020,Sassuolo
1,4-4-2,1661,191,23,253,22,24.13+1.13,28.17+6.17,-4.04,1.31,1.53,2020,Sampdoria
2,4-4-1-1,1036,105,16,154,17,11.81-4.19,18.75+1.75,-6.94,1.03,1.63,2020,Sampdoria
3,5-3-2,156,23,3,17,0,1.76-1.24,0.94+0.94,0.82,1.01,0.54,2020,Sampdoria
4,3-4-1-2,134,18,2,17,4,1.25-0.75,2.20-1.80,-0.96,0.84,1.48,2020,Sampdoria
5,4-1-4-1,120,18,1,15,4,1.54+0.54,2.66-1.34,-1.12,1.15,1.99,2020,Sampdoria
6,4-3-1-2,106,15,3,19,0,2.36-0.64,1.76+1.76,0.60,2.00,1.49,2020,Sampdoria
7,4-3-3,96,11,1,12,2,0.82-0.18,2.74+0.74,-1.92,0.77,2.57,2020,Sampdoria
8,3-5-2,95,26,2,14,3,1.65-0.35,2.19-0.81,-0.54,1.56,2.08,2020,Sampdoria
9,4-1-2-1-2,94,13,1,12,1,1.71+0.71,0.95-0.05,0.76,1.63,0.91,2020,Sampdoria
10,4-1-3-2,64,6,0,6,1,0.24+0.24,0.85-0.15,-0.61,0.34,1.20,2020,Sampdoria
1,3-4-2-1,3305,373,40,496,44,48.14+8.14,51.45+7.45,-3.31,1.31,1.40,2020,Verona
2,3-4-3,101,7,1,23,1,0.63-0.37,2.21+1.21,-1.58,0.56,1.97,2020,Verona
3,4-4-2,93,19,0,11,2,1.41+1.41,0.51-1.49,0.90,1.37,0.49,2020,Verona
4,4-2-3-1,70,8,2,7,1,1.96-0.04,0.45-0.55,1.51,2.51,0.57,2020,Verona
1,3-5-2,2544,241,31,381,35,30.92-0.08,40.99+5.99,-10.07,1.09,1.45,2020,Genoa
2,4-4-2,263,18,3,40,6,1.97-1.03,6.44+0.44,-4.48,0.67,2.21,2020,Genoa
3,4-3-2-1,235,30,2,30,4,2.43+0.43,4.01+0.01,-1.58,0.93,1.54,2020,Genoa
4,4-1-2-1-2,117,6,1,28,1,1.39+0.39,4.19+3.19,-2.80,1.07,3.22,2020,Genoa
5,4-3-1-2,93,12,2,23,1,0.86-1.14,3.23+2.23,-2.37,0.83,3.13,2020,Genoa
6,3-4-1-2,86,12,3,6,0,1.48-1.52,0.61+0.61,0.87,1.55,0.64,2020,Genoa
7,5-3-2,76,6,1,9,3,0.64-0.36,2.36-0.64,-1.72,0.76,2.80,2020,Genoa
8,3-1-4-2,52,5,1,11,4,0.56-0.44,2.25-1.75,-1.69,0.97,3.90,2020,Genoa
9,3-4-3,36,6,1,5,1,0.98-0.02,0.81-0.19,0.17,2.44,2.02,2020,Genoa
10,4-3-3,30,2,1,6,0,0.87-0.13,0.46+0.46,0.41,2.62,1.37,2020,Genoa
11,5-4-1,17,1,0,3,3,0.01+0.01,0.41-2.59,-0.40,0.08,2.19,2020,Genoa
12,4-2-3-1,13,1,1,1,0,0.03-0.97,0.01+0.01,0.02,0.21,0.10,2020,Genoa
13,4-2-2-2,7,1,0,0,0,0.01+0.01,0.00,0.01,0.11,0.00,2020,Genoa
1,4-2-3-1,2908,415,41,411,47,51.15+10.15,53.61+6.61,-2.47,1.58,1.66,2020,Bologna
2,3-4-2-1,187,26,4,23,6,3.15-0.85,4.00-2.00,-0.85,1.52,1.93,2020,Bologna
3,4-4-2,161,25,4,50,5,2.25-1.75,5.80+0.80,-3.56,1.26,3.24,2020,Bologna
4,5-3-2,126,9,0,38,6,0.91+0.91,5.09-0.91,-4.18,0.65,3.63,2020,Bologna
5,4-1-4-1,96,12,2,11,1,2.74+0.74,0.82-0.18,1.92,2.57,0.77,2020,Bologna
6,5-4-1,56,6,0,5,0,0.30+0.30,0.88+0.88,-0.58,0.48,1.42,2020,Bologna
7,3-5-2,15,4,0,4,0,0.14+0.14,0.58+0.58,-0.44,0.85,3.49,2020,Bologna
8,3-4-1-2,11,2,0,1,0,0.64+0.64,0.06+0.06,0.58,5.21,0.50,2020,Bologna
1,3-5-2,2586,276,39,333,36,36.16-2.84,43.48+7.48,-7.32,1.26,1.51,2020,Fiorentina
2,3-4-2-1,211,27,1,25,7,3.15+2.15,5.22-1.78,-2.07,1.35,2.23,2020,Fiorentina
3,4-2-3-1,187,11,0,33,4,1.70+1.70,3.43-0.57,-1.73,0.82,1.65,2020,Fiorentina
4,3-5-1-1,166,12,4,11,4,3.19-0.81,3.60-0.40,-0.41,1.73,1.95,2020,Fiorentina
5,4-3-3,146,21,1,15,3,3.58+2.58,3.95+0.95,-0.37,2.20,2.43,2020,Fiorentina
6,4-4-2,94,7,2,13,3,0.45-1.55,1.83-1.17,-1.39,0.43,1.76,2020,Fiorentina
7,5-3-2,93,16,0,14,2,0.55+0.55,2.48+0.48,-1.94,0.53,2.40,2020,Fiorentina
8,4-3-1-2,45,3,0,7,0,0.29+0.29,0.35+0.35,-0.06,0.58,0.71,2020,Fiorentina
9,3-4-3,26,3,0,4,0,0.67+0.67,0.39+0.39,0.29,2.34,1.35,2020,Fiorentina
1,3-5-2,2114,265,25,263,37,32.56+7.56,33.57-3.43,-1.01,1.39,1.43,2020,Udinese
2,3-5-1-1,1056,105,12,170,19,11.95-0.05,21.72+2.72,-9.77,1.02,1.85,2020,Udinese
3,4-3-3,98,13,1,12,1,1.64+0.64,0.97-0.03,0.67,1.50,0.89,2020,Udinese
4,3-4-2-1,93,17,2,6,0,3.22+1.22,0.33+0.33,2.89,3.11,0.31,2020,Udinese
5,5-3-2,93,2,0,4,0,0.09+0.09,0.08+0.08,0.01,0.09,0.08,2020,Udinese
6,4-5-1,60,9,1,3,1,0.79-0.21,0.21-0.79,0.58,1.19,0.32,2020,Udinese
7,3-4-1-2,17,3,0,2,0,0.70+0.70,0.10+0.10,0.60,3.70,0.54,2020,Udinese
8,4-2-3-1,16,2,1,1,0,0.10-0.90,0.02+0.02,0.07,0.55,0.14,2020,Udinese
9,4-4-1-1,3,1,0,1,0,0.01+0.01,0.13+0.13,-0.11,0.41,3.79,2020,Udinese
1,4-3-3,3434,370,48,400,70,45.39-2.61,68.92-1.08,-23.53,1.19,1.81,2020,Spezia
2,4-4-2,94,15,2,16,2,2.81+0.81,2.02+0.02,0.79,2.69,1.93,2020,Spezia
3,4-3-1-2,26,1,1,6,0,0.31-0.69,0.64+0.64,-0.33,1.07,2.22,2020,Spezia
4,5-3-2,14,4,1,3,0,0.95-0.05,0.09+0.09,0.86,6.10,0.55,2020,Spezia
1,3-5-2,743,104,10,95,15,11.03+1.03,11.29-3.71,-0.26,1.34,1.37,2020,Cagliari
2,4-2-3-1,733,78,8,141,10,7.82-0.18,16.92+6.92,-9.10,0.96,2.08,2020,Cagliari
3,3-4-1-2,648,66,7,88,5,5.78-1.22,7.63+2.63,-1.85,0.80,1.06,2020,Cagliari
4,4-3-2-1,330,43,2,39,6,3.87+1.87,6.91+0.91,-3.04,1.05,1.88,2020,Cagliari
5,4-4-2,206,30,6,35,8,3.22-2.78,6.04-1.96,-2.82,1.41,2.64,2020,Cagliari
6,4-4-1-1,195,32,6,19,3,3.98-2.02,2.42-0.58,1.56,1.84,1.12,2020,Cagliari
7,4-1-4-1,183,18,1,50,2,2.31+1.31,4.83+2.83,-2.52,1.14,2.38,2020,Cagliari
8,3-4-2-1,165,11,0,33,3,2.23+2.23,2.48-0.52,-0.25,1.22,1.35,2020,Cagliari
9,5-3-2,109,16,0,17,3,1.85+1.85,2.30-0.70,-0.45,1.53,1.90,2020,Cagliari
10,4-1-2-1-2,108,13,0,18,1,1.50+1.50,2.10+1.10,-0.60,1.25,1.75,2020,Cagliari
11,4-3-3,101,12,0,18,3,1.03+1.03,2.94-0.06,-1.91,0.92,2.62,2020,Cagliari
12,4-3-1-2,47,5,2,2,0,1.34-0.66,0.17+0.17,1.17,2.57,0.32,2020,Cagliari
13,4-2-2-2,8,2,1,0,0,0.03-0.97,0.00,0.03,0.35,0.00,2020,Cagliari
1,3-5-2,2163,288,23,297,45,31.27+8.27,40.44-4.56,-9.17,1.30,1.68,2020,Torino
2,4-3-1-2,665,70,10,99,12,8.59-1.41,10.80-1.20,-2.21,1.16,1.46,2020,Torino
3,3-1-4-2,283,30,3,52,1,3.37+0.37,2.98+1.98,0.39,1.07,0.95,2020,Torino
4,3-5-1-1,146,17,1,19,5,0.90-0.10,4.24-0.76,-3.34,0.56,2.61,2020,Torino
5,4-1-2-1-2,143,23,5,16,4,2.38-2.62,2.55-1.45,-0.17,1.50,1.60,2020,Torino
6,4-4-2,75,13,6,5,0,3.61-2.39,0.74+0.74,2.86,4.33,0.89,2020,Torino
7,3-4-1-2,53,11,1,6,0,0.55-0.45,0.39+0.39,0.16,0.93,0.66,2020,Torino
8,5-3-2,26,3,1,6,2,0.39-0.61,1.10-0.90,-0.71,1.34,3.81,2020,Torino
9,4-3-3,15,1,0,7,0,0.01+0.01,1.38+1.38,-1.37,0.09,8.30,2020,Torino
10,4-1-3-2,15,3,0,1,0,0.23+0.23,0.40+0.40,-0.16,1.41,2.37,2020,Torino
11,3-3-3-1,5,1,0,0,0,0.07+0.07,0.00,0.07,1.22,0.00,2020,Torino
12,4-2-2-2,5,0,0,1,0,0.00,0.05+0.05,-0.05,0.00,0.85,2020,Torino
1,5-3-2,32894,13,2,44,9,2.19+0.19,8.21-0.79,-6.01,0.01,0.02,2020,Benevento
2,4-3-2-1,1907,266,22,247,35,24.62+2.62,40.11+5.11,-15.49,1.16,1.89,2020,Benevento
3,3-5-2,817,70,11,121,15,7.70-3.30,14.23-0.77,-6.54,0.85,1.57,2020,Benevento
4,4-3-3,327,43,5,41,10,3.38-1.62,7.07-2.93,-3.69,0.93,1.95,2020,Benevento
5,4-2-3-1,90,3,0,12,3,0.25+0.25,1.45-1.55,-1.20,0.25,1.45,2020,Benevento
6,4-4-1-1,79,11,0,17,2,0.64+0.64,3.38+1.38,-2.75,0.73,3.85,2020,Benevento
7,4-5-1,46,2,0,11,1,0.02+0.02,1.73+0.73,-1.71,0.05,3.39,2020,Benevento
8,4-4-2,37,0,0,6,0,0.00,0.58+0.58,-0.58,0.00,1.42,2020,Benevento
9,4-3-1-2,28,8,0,8,0,0.35+0.35,0.81+0.81,-0.46,1.13,2.62,2020,Benevento
10,5-4-1,17,2,0,2,0,0.15+0.15,0.33+0.33,-0.18,0.78,1.72,2020,Benevento
1,3-5-2,2713,266,32,465,72,28.05-3.95,62.17-9.83,-34.12,0.93,2.06,2020,Crotone
2,3-4-1-2,217,25,5,44,6,3.96-1.04,5.91-0.09,-1.95,1.64,2.45,2020,Crotone
3,5-3-2,190,25,2,18,5,2.99+0.99,3.44-1.56,-0.45,1.42,1.63,2020,Crotone
4,3-5-1-1,160,23,4,30,3,3.18-0.82,3.76+0.76,-0.57,1.79,2.11,2020,Crotone
5,3-4-2-1,93,14,0,9,2,0.86+0.86,1.48-0.52,-0.62,0.83,1.43,2020,Crotone
6,4-1-4-1,70,4,1,15,0,0.78-0.22,1.37+1.37,-0.59,1.00,1.76,2020,Crotone
7,3-4-3,61,3,1,13,4,0.31-0.69,2.11-1.89,-1.80,0.46,3.12,2020,Crotone
8,4-4-2,39,6,0,2,0,0.86+0.86,0.25+0.25,0.61,1.99,0.57,2020,Crotone
1,4-3-3,1621,181,22,246,36,20.72-1.28,30.04-5.96,-9.32,1.15,1.67,2020,Parma_Calcio_1913
2,4-3-1-2,530,57,6,69,13,7.40+1.40,12.28-0.72,-4.87,1.26,2.08,2020,Parma_Calcio_1913
3,3-5-2,367,45,1,46,7,2.44+1.44,5.99-1.01,-3.55,0.60,1.47,2020,Parma_Calcio_1913
4,4-3-2-1,289,39,3,37,6,3.75+0.75,4.06-1.94,-0.30,1.17,1.26,2020,Parma_Calcio_1913
5,5-3-2,142,5,2,33,4,0.76-1.24,4.14+0.14,-3.38,0.48,2.62,2020,Parma_Calcio_1913
6,4-1-4-1,120,3,0,23,3,0.08+0.08,3.21+0.21,-3.13,0.06,2.41,2020,Parma_Calcio_1913
7,4-4-2,107,23,1,9,2,2.30+1.30,1.59-0.41,0.71,1.93,1.33,2020,Parma_Calcio_1913
8,4-1-2-1-2,97,6,0,17,2,0.16+0.16,1.61-0.39,-1.45,0.15,1.49,2020,Parma_Calcio_1913
9,4-1-3-2,94,7,2,18,5,1.06-0.94,3.26-1.74,-2.21,1.01,3.12,2020,Parma_Calcio_1913
10,4-2-3-1,64,14,1,13,1,2.86+1.86,1.31+0.31,1.55,4.02,1.84,2020,Parma_Calcio_1913
11,3-4-3,47,6,0,5,2,0.22+0.22,0.21-1.79,0.01,0.42,0.41,2020,Parma_Calcio_1913
12,4-2-2-2,46,8,1,5,1,1.18+0.18,1.02+0.02,0.16,2.30,1.99,2020,Parma_Calcio_1913
13,5-4-1,43,4,0,8,1,0.19+0.19,1.41+0.41,-1.22,0.41,2.96,2020,Parma_Calcio_1913
14,3-4-1-2,4,1,0,0,0,0.05+0.05,0.00,0.05,1.09,0.00,2020,Parma_Calcio_1913
1,3-4-2-1,727,106,15,87,4,16.41+1.41,7.17+3.17,9.24,2.03,0.89,2022,Paris_Saint_Germain
2,4-3-1-2,438,62,12,55,4,11.32-0.68,5.57+1.57,5.75,2.33,1.14,2022,Paris_Saint_Germain
3,3-4-1-2,285,52,9,22,3,9.00,2.96-0.04,6.04,2.84,0.93,2022,Paris_Saint_Germain
4,3-4-3,182,37,8,17,0,7.73-0.27,0.61+0.61,7.12,3.82,0.30,2022,Paris_Saint_Germain
5,4-3-3,139,26,4,20,3,3.60-0.40,2.09-0.91,1.51,2.33,1.35,2022,Paris_Saint_Germain
6,4-4-2,6,1,0,0,0,0.04+0.04,0.00,0.04,0.55,0.00,2022,Paris_Saint_Germain
1,3-4-2-1,1038,150,20,98,8,22.91+2.91,13.13+5.13,9.78,1.99,1.14,2022,Lens
2,3-4-3,565,86,11,63,5,10.53-0.47,6.26+1.26,4.27,1.68,1.00,2022,Lens
3,3-4-1-2,95,12,0,9,0,1.03+1.03,0.71+0.71,0.32,0.97,0.67,2022,Lens
4,3-5-2,93,12,1,13,0,0.61-0.39,2.00+2.00,-1.39,0.59,1.94,2022,Lens
1,3-4-2-1,1676,252,36,206,14,38.51+2.51,20.06+6.06,18.45,2.07,1.08,2022,Marseille
2,3-4-3,99,11,3,11,2,2.71-0.29,1.53-0.47,1.19,2.47,1.39,2022,Marseille
3,5-3-2,10,1,0,1,0,0.06+0.06,0.03+0.03,0.02,0.51,0.29,2022,Marseille
1,4-4-2,859,104,20,133,13,16.52-3.48,15.56+2.56,0.95,1.73,1.63,2022,Monaco
2,4-2-3-1,288,59,6,35,4,6.07+0.07,4.69+0.69,1.37,1.90,1.47,2022,Monaco
3,4-2-2-2,184,27,9,13,3,5.79-3.21,1.62-1.38,4.17,2.83,0.79,2022,Monaco
4,5-3-2,111,6,1,20,1,0.30-0.70,2.85+1.85,-2.55,0.24,2.31,2022,Monaco
5,3-4-1-2,110,7,2,14,3,2.41+0.41,1.64-1.36,0.77,1.97,1.34,2022,Monaco
6,3-4-3,96,11,2,20,1,1.65-0.35,2.30+1.30,-0.64,1.55,2.15,2022,Monaco
7,3-4-2-1,94,14,1,12,0,1.17+0.17,1.13+1.13,0.04,1.12,1.08,2022,Monaco
8,4-3-1-2,45,6,1,9,1,1.06+0.06,1.23+0.23,-0.17,2.11,2.46,2022,Monaco
1,4-4-2,928,157,22,80,8,19.98-2.02,9.46+1.46,10.52,1.94,0.92,2022,Rennes
2,4-3-3,648,95,8,84,10,9.12+1.12,10.21+0.21,-1.09,1.27,1.42,2022,Rennes
3,3-4-3,96,8,1,8,0,1.06+0.06,0.60+0.60,0.46,1.00,0.57,2022,Rennes
4,4-2-3-1,94,16,2,14,2,2.43+0.43,1.83-0.17,0.59,2.32,1.75,2022,Rennes
5,4-1-4-1,60,8,4,4,0,2.91-1.09,0.24+0.24,2.67,4.36,0.35,2022,Rennes
6,5-4-1,47,7,0,4,2,0.90+0.90,0.99-1.01,-0.09,1.72,1.89,2022,Rennes
1,4-2-3-1,1141,149,19,157,18,20.77+1.77,18.88+0.88,1.89,1.64,1.49,2022,Lorient
2,4-3-3,358,33,7,64,4,4.86-2.14,6.95+2.95,-2.08,1.22,1.75,2022,Lorient
3,4-1-4-1,267,28,3,50,4,2.94-0.06,6.53+2.53,-3.59,0.99,2.20,2022,Lorient
4,4-4-2,50,7,3,14,1,1.06-1.94,1.53+0.53,-0.47,1.90,2.76,2022,Lorient
5,4-4-1-1,22,1,1,6,1,0.19-0.81,1.09+0.09,-0.90,0.80,4.47,2022,Lorient
6,5-3-2,21,4,0,5,0,0.40+0.40,0.20+0.20,0.21,1.73,0.84,2022,Lorient
7,3-5-2,19,4,0,3,2,0.34+0.34,0.33-1.67,0.01,1.61,1.55,2022,Lorient
1,4-2-3-1,1444,229,27,133,22,28.18+1.18,18.26-3.74,9.92,1.76,1.14,2022,Lille
2,3-4-2-1,155,25,3,15,0,3.79+0.79,1.59+1.59,2.19,2.20,0.92,2022,Lille
3,3-4-3,95,7,1,14,2,0.83-0.17,2.26+0.26,-1.43,0.78,2.14,2022,Lille
4,4-4-2,88,22,4,10,1,3.79-0.21,1.32+0.32,2.47,3.88,1.35,2022,Lille
1,3-4-2-1,1013,111,11,137,12,12.76+1.76,16.78+4.78,-4.01,1.13,1.49,2022,Clermont_Foot
2,3-4-1-2,401,55,7,47,6,9.25+2.25,6.62+0.62,2.63,2.08,1.49,2022,Clermont_Foot
3,4-2-3-1,372,33,6,62,9,2.95-3.05,12.33+3.33,-9.38,0.71,2.98,2022,Clermont_Foot
1,4-3-3,703,110,15,72,9,15.18+0.18,8.83-0.17,6.35,1.94,1.13,2022,Lyon
2,4-2-3-1,420,66,6,56,4,6.89+0.89,5.25+1.25,1.65,1.48,1.12,2022,Lyon
3,3-4-1-2,290,61,6,32,6,7.79+1.79,4.41-1.59,3.38,2.42,1.37,2022,Lyon
4,4-4-2,162,15,1,27,2,1.99+0.99,3.66+1.66,-1.67,1.10,2.03,2022,Lyon
5,4-4-1-1,64,7,0,7,1,0.95+0.95,1.13+0.13,-0.17,1.34,1.58,2022,Lyon
6,4-1-3-2,49,6,0,2,0,0.43+0.43,0.45+0.45,-0.02,0.79,0.83,2022,Lyon
7,4-1-2-1-2,48,5,0,4,1,0.20+0.20,0.62-0.38,-0.42,0.38,1.16,2022,Lyon
8,3-5-2,46,3,0,6,0,0.10+0.10,0.41+0.41,-0.31,0.20,0.80,2022,Lyon
1,4-4-2,469,73,5,60,3,7.00+2.00,6.11+3.11,0.90,1.34,1.17,2022,Nice
2,4-2-3-1,371,58,7,33,6,7.88+0.88,4.00-2.00,3.87,1.91,0.97,2022,Nice
3,3-4-3,287,34,4,38,3,5.24+1.24,4.10+1.10,1.14,1.64,1.29,2022,Nice
4,4-3-3,189,17,1,19,1,1.37+0.37,2.83+1.83,-1.46,0.65,1.35,2022,Nice
5,3-5-2,187,12,3,29,2,3.22+0.22,1.46-0.54,1.75,1.55,0.70,2022,Nice
6,3-4-2-1,167,17,1,29,2,1.49+0.49,2.43+0.43,-0.94,0.80,1.31,2022,Nice
7,5-4-1,94,4,1,12,2,0.69-0.31,0.76-1.24,-0.07,0.66,0.72,2022,Nice
8,4-2-2-2,19,2,0,5,1,0.04+0.04,0.56-0.44,-0.52,0.17,2.64,2022,Nice
1,4-2-3-1,753,110,9,95,4,14.11+5.11,10.52+6.52,3.59,1.69,1.26,2022,Reims
2,3-4-1-2,576,66,9,89,8,9.10+0.10,10.23+2.23,-1.13,1.42,1.60,2022,Reims
3,3-5-2,187,31,0,21,0,2.33+2.33,2.12+2.12,0.22,1.12,1.02,2022,Reims
4,5-3-2,112,14,1,28,6,1.01+0.01,4.05-1.95,-3.05,0.81,3.26,2022,Reims
5,4-4-2,59,6,0,11,2,0.20+0.20,0.99-1.01,-0.79,0.30,1.51,2022,Reims
6,3-4-2-1,54,6,2,5,1,2.15+0.15,0.93-0.07,1.22,3.59,1.55,2022,Reims
7,4-3-3,48,5,0,7,2,0.17+0.17,1.60-0.40,-1.42,0.32,2.99,2022,Reims
1,4-3-3,992,123,20,164,20,17.43-2.57,21.80+1.80,-4.37,1.58,1.98,2022,Toulouse
2,4-2-3-1,470,57,7,62,8,8.80+1.80,7.05-0.95,1.75,1.68,1.35,2022,Toulouse
3,5-4-1,189,28,2,20,2,2.99+0.99,1.63-0.37,1.36,1.43,0.78,2022,Toulouse
4,3-4-3,92,14,0,20,3,0.58+0.58,3.95+0.95,-3.36,0.57,3.86,2022,Toulouse
5,5-3-2,20,1,0,5,0,0.03+0.03,0.24+0.24,-0.21,0.13,1.08,2022,Toulouse
6,4-4-1-1,9,1,0,3,1,0.08+0.08,0.09-0.91,-0.01,0.81,0.88,2022,Toulouse
1,4-2-3-1,593,80,10,66,10,8.80-1.20,8.60-1.40,0.20,1.34,1.31,2022,Nantes
2,5-4-1,276,32,5,38,6,4.67-0.33,6.06+0.06,-1.39,1.52,1.98,2022,Nantes
3,4-1-4-1,189,34,0,28,1,2.22+2.22,3.91+2.91,-1.70,1.06,1.86,2022,Nantes
4,4-4-2,187,23,1,24,0,2.11+1.11,1.66+1.66,0.45,1.02,0.80,2022,Nantes
5,3-4-3,185,22,0,27,3,1.19+1.19,4.57+1.57,-3.38,0.58,2.23,2022,Nantes
6,4-3-3,156,21,4,20,3,2.28-1.72,1.44-1.56,0.85,1.32,0.83,2022,Nantes
7,3-5-2,94,10,1,16,1,2.13+1.13,2.53+1.53,-0.40,2.04,2.43,2022,Nantes
8,3-4-1-2,93,14,0,16,0,1.15+1.15,1.92+1.92,-0.76,1.12,1.85,2022,Nantes
1,5-4-1,1062,158,21,160,26,17.96-3.04,23.82-2.18,-5.86,1.52,2.02,2022,Troyes
2,4-2-3-1,370,30,4,72,9,2.77-1.23,10.06+1.06,-7.29,0.67,2.45,2022,Troyes
3,3-4-3,190,18,2,30,3,1.88-0.12,4.05+1.05,-2.17,0.89,1.92,2022,Troyes
4,5-3-2,97,19,2,5,2,1.75-0.25,1.49-0.51,0.25,1.62,1.38,2022,Troyes
5,3-4-1-2,60,10,1,11,0,0.69-0.31,1.09+1.09,-0.39,1.04,1.63,2022,Troyes
1,4-2-3-1,1140,139,21,158,19,15.86-5.14,20.47+1.47,-4.61,1.25,1.62,2022,Montpellier
2,5-3-2,277,31,2,47,5,4.33+2.33,7.61+2.61,-3.29,1.41,2.47,2022,Montpellier
3,4-1-4-1,189,20,3,28,7,1.41-1.59,5.63-1.37,-4.22,0.67,2.68,2022,Montpellier
4,4-4-2,80,6,0,22,4,0.63+0.63,1.42-2.58,-0.80,0.71,1.60,2022,Montpellier
5,4-3-2-1,64,3,1,15,2,0.41-0.59,0.75-1.25,-0.33,0.58,1.05,2022,Montpellier
6,4-3-3,27,2,1,6,3,0.13-0.87,1.61-1.39,-1.47,0.45,5.36,2022,Montpellier
1,3-5-2,968,112,13,124,18,14.87+1.87,16.62-1.38,-1.75,1.38,1.54,2022,Strasbourg
2,5-3-2,218,18,4,49,3,3.90-0.10,4.22+1.22,-0.32,1.61,1.74,2022,Strasbourg
3,4-3-1-2,188,29,2,19,3,3.82+1.82,2.34-0.66,1.48,1.83,1.12,2022,Strasbourg
4,3-4-3,105,9,2,15,5,0.67-1.33,4.79-0.21,-4.12,0.57,4.11,2022,Strasbourg
5,4-1-2-1-2,98,13,1,10,2,2.20+1.20,2.12+0.12,0.09,2.02,1.94,2022,Strasbourg
6,3-4-1-2,96,11,1,24,2,1.39+0.39,2.50+0.50,-1.11,1.30,2.35,2022,Strasbourg
7,4-4-2,67,15,0,5,1,0.87+0.87,0.85-0.15,0.02,1.16,1.14,2022,Strasbourg
8,4-2-3-1,29,5,1,1,0,0.98-0.02,0.03+0.03,0.95,3.06,0.10,2022,Strasbourg
9,4-1-3-2,22,3,0,4,0,0.81+0.81,0.68+0.68,0.13,3.33,2.78,2022,Strasbourg
10,4-1-4-1,7,2,0,0,0,0.10+0.10,0.00,0.10,1.34,0.00,2022,Strasbourg
1,4-3-3,823,114,11,107,17,12.88+1.88,12.90-4.10,-0.03,1.41,1.41,2022,Brest
2,4-2-3-1,416,42,4,60,9,3.49-0.51,8.71-0.29,-5.21,0.76,1.88,2022,Brest
3,4-4-2,260,26,3,36,5,2.51-0.49,5.68+0.68,-3.17,0.87,1.97,2022,Brest
4,5-3-2,190,14,0,20,2,2.08+2.08,2.53+0.53,-0.45,0.98,1.20,2022,Brest
5,4-1-4-1,94,17,1,16,1,0.76-0.24,1.64+0.64,-0.89,0.72,1.57,2022,Brest
1,4-4-2,1629,181,15,186,26,20.40+5.40,22.54-3.46,-2.14,1.13,1.25,2022,Ajaccio
2,4-1-4-1,86,3,0,9,3,0.09+0.09,2.00-1.00,-1.91,0.09,2.09,2022,Ajaccio
